,,,,,,,,g,,,,,
,,,,,,,,,,,,,
,,,,HIS,ILE,LE,LYS,MET,CYS,PHE,THR,TRP,VAL
R006,"Squid, red (L",oligo duvaucelii),2,3.54,5.34,7.84,5.58,3.77,1.52,6.47,7.18,1.24,5.10
R007,"Squid, white",", small (Uroteuthis duvauceli)",1,4.54,4.14,5.99,7.94,3.31,1.74,4.38,4.88,0.97,4.80
R,FRESH W,ATER FISH AND SHELLF,ISH,,,,,,,,,,
R001,Cat fish (Tan,danus tandanus),2,4.80±0.29,4.46±0.33,7.29±0.82,8.11±0.23,6.07±0.15,14.31±1.10,5.30±0.20,3.46±0.77,1.18±0.45,5.15±0.12
R002,Catla (Catla c,atla),6,5.23±0.11,4.06±0.86,7.53±0.39,8.09±0.05,5.61±0.66,15.25±0.91,5.49±0.22,3.54±0.37,0.74±0.17,5.18±0.09
R003,Freshwater E,el (Anguilla anguilla),1,3.67,3.43,3.41,5.94,4.62,10.94,4.07,3.46,1.22,4.56
R004,Gold fish (C,arassius auratus),1,4.90,4.47,6.31,7.94,5.76,14.49,5.14,2.50,1.03,5.23
R005,Pangas (Pa,ngasianodon hypophthalmus),2,8.30,6.59,3.83,4.57,4.01,4.74,4.49,4.19,1.26,6.07
R006,Rohu (Labeo,rohita),6,4.77±0.39,4.09±0.54,6.27±0.69,8.03±0.55,5.57±0.44,15.13±0.75,5.26±0.37,2.90±0.58,1.04±0.28,5.39±0.72
R007,Crab (Pachy,grapsus sp.),1,3.86,3.73,5.19,6.82,4.97,13.27,3.94,3.43,0.93,3.96
R008,"Prawns, big",(Macrobrachium rosenbergii),3,4.66,2.99,6.72,7.79,5.16,14.75,4.57,3.33,1.11,4.72
R009,"Prawns, sma",ll (Macrobrachium sp.),6,4.45±0.28,4.11±0.57,6.76±0.77,7.89±0.58,5.73±0.43,14.71±0.87,5.37±0.41,2.92±0.63,1.02±0.17,5.17±0.68
R010,Tiger prawn,s (Macrobrachium sp.),2,4.19,2.96,4.85,7.54,5.15,15.67,4.64,3.53,0.94,4.75
