,,,,Total,Soluble,Insoluble,,,,,,,
,,,,,,,,mg,,,,,
,,,,,,,,CITAC,FUMAC,MALAC,,SUCAC,TARAC
F004,Colocasia (Colocasia,antiquorum),6,48.73±0.41,26.60±9.45,22.13±9.27,0.44±0.12,12.17±1.04,7.03±0.87,3.69±1.05,42.18±1.61,,
F005,Lotus root (Nelumbiu,m nelumbo),3,364±33.9,26.03±2.84,116±186,0.85±0.03,55.38±1.77,1.48±0.33,84.39±1.25,,4.89±0.77,85.92±3.20
F006,"Potato, brown skin, b tuberosum)",ig (Solanum,6,12.24±2.48,9.71±0.27,2.64±0.16,10.97±1.46,55.38±1.77,1.48±0.33,84.10±6.07,,4.89±0.77,
F007,"Potato, brown skin, s tuberosum)",mall (Solanum,1,13.63,10.71,2.92,15.63,56.81,1.82,94.52,,7.11,
F008,"Potato, red skin (Sola",num tuberosum),1,12.37,10.21,2.16,14.52,57.82,1.52,93.80,,6.81,
F009,"Radish, elongate, red (Raphanus sativus)",skin,3,12.73±2.11,5.37±1.13,7.36±1.01,4.20±1.14,2.94±0.52,1.34±0.27,4.53±1.12,,2.59±0.39,
F010,"Radish, elongate, wh (Raphanus sativus)",ite skin,6,12.72±3.34,8.06±3.60,4.66±2.09,4.35±1.07,3.65±0.68,1.35±0.17,4.90±1.31,,1.84±0.83,
F011,"Radish, round, red sk sativus)",in (Raphanus,1,12.27,9.12,3.15,3.27,6.12,1.36,6.41,,2.82,
F012,"Radish, round, white (Raphanus sativus)",skin,2,15.49,8.88,6.61,3.49,2.97,1.61,5.58,,2.07,
F013,"Sweet potato, brown batatas)",skin (Ipomoes,4,14.39±4.70,6.56±1.55,6.27±4.47,,15.66±0.41,1.92±0.64,127±3.2,,652±8.2,6.42±0.76
F014,"Sweet potato, pink sk batatas)",in (Ipomoes,3,14.14±3.58,9.04±2.43,5.10±1.16,,25.69±1.12,0.23±0.01,147±4.8,0.08±0.01,334±8.0,17.95±0.61
F015,Tapioca (Manihot esc,ulenta),3,16.86±3.83,10.93±1.91,5.93±1.94,1.21±0.07,8.83±0.41,1.87±0.89,8.82±1.50,167±1.9,18.23±1.38,
F016,Water Chestnut (Eleo,charis dulcis),1,16.54,8.66,7.88,,4.86,1.05,2.07,15.07,17.22,
F017,"Yam, elephant (Amor campanulatus)",phophallus,6,15.58±3.80,12.39±4.77,3.18±1.93,1.63±0.23,354±5.3,5.92±0.90,122±1.5,15.88±1.71,16.18±4.13,
F018,"Yam, ordinary (Amorp campanulatus)",hophallus,4,13.99±4.21,11.21±4.28,2.78±0.26,4.55±1.51,556±2.7,1.62±0.50,50.48±5.36,13.37±4.92,18.56±0.71,
F019,"Yam, wild (Dioscorea",versicolor),2,13.45,3.63,9.82,,286,1.11,138,10.48,20.65,
G,CONDIMENTS,AND SPICES-F,RESH,,,,,,,,,,
G001,"Chillies, green-1 (Cap",sicum annum),5,28.86±8.82,24.35±5.41,4.94±1.64,1.48±0.65,4.85±2.17,3.12±2.40,27.49±10.16,,131±13.1,15.81±3.86
G002,"Chillies, green-2 (Cap",sicum annum),3,26.32±2.26,20.87±3.49,5.45±1.34,1.43±0.48,5.89±1.91,3.19±1.89,29.52±4.88,,127±8.3,18.15±4.76
