Sakkargandi (P.),"F013,",F014,Sava (Mar.),,A016
,,,,,
Sakkaria (G.),"F013,",F014,Scarus ghobban (S,ci.),P051
,,,,,
Sakkarvalli kazhangu (Mal. Tam.),"F013,",F014,"Sciaenidae,Panna",microdon (Sci.),P046
,,,,,
Sakothina soppu (Kan.),C008,,Scomberoides Com,mersonianus (Sci.),P060
,,,,,
Salad ka patta (H.),C025,,Scomberomorus co,mmerson (Sci.),P087
,,,,,
Salad paat (A.),C025,,Scylla tranquebari,ca (Sci.),Q005
,,,,,
Salada sag (P.),C025,,Seb (Kan.),,E004
,,,,,
Salat chaina (Kh.),C013,,Seb (P.),,E001-E004
,,,,,
Salat dkhar (Kh.),C025,,Sebot (M.),,D069
,,,,,
Salgam ko Saag (N.),C024,,Sebu (Kan.),,E001-E003
,,,,,
Salmo salar (Sci.),P068,,Sechium edule (Sc,i.),D038
,,,,,
Salmon (Common),P068,,Seebe (Kan.),,"E028, E029"
,,,,,
"Sama (B.,Kan.,Tel.)",A016,,Seema Badam/ Jal,laru Pandu (Tel.),"E005, E006"
,,,,,
Samagadde (Kan.),F004,,Seema chintakaya,(Tel.),E044
,,,,,
Samagra gha (G.),A019,,Seema malli (Mal.,),C028
,,,,,
"Samai (Common, Tam.)",A016,,Seema/ dora hunas,e (Kan.),E044
,,,,,
Sampurna godhi hittu (Kan.),A019,,Seemai parattai ke,erai (Tam.),C014
,,,,,
Sampurna godhuma pindi (Tel.),A019,,Seemai suraikayi (,Tam.),"D077, D078"
,,,,,
San sanghom (M.),L002,,Seethapazham (M,"al.,Tam.)",E016
,,,,,
Sanaga papu (Tel.),B001,,Sem (H.),,"B007-B009,"
,,,,,
Sanagalu (Tel.),B002,,,,"D003, D047"
,,,,,"D048, E001"
,,,,,
Sangada (Common),P069,,,,E004
,,,,,
Sangtar (Kash.),E047,,Sem dal (P.),,B007
,,,,,
Sankata paarai (Common),P070,,Sem fali (P.),,D003
,,,,,
Sannachikkudu (Tel.),"D049,",D050,Sem ki palli (U.),,"D047, D048"
,,,,,
"Santra (G.,h.,p.,u.)",E047,,Semai (B.),,"A023, A024"
,,,,,
Santre (Mar.),E047,,Semiya (Mal. Tam,"., Tel., U.)","A023, A024"
,,,,,
"Sapota (Common,Kan.,",E060,,Sendurkan vidhai (,Tam.),H019
,,,,,
"Mal.,O.,Tel.,U.)",,,Sepia pharaonis (S,ci.),R005
Sapuri (O.),E053,,,,
,,,Seppam ilaigal (Ta,m.),C018
Saragavo (G.),D046,,,,
,,,Seppankizhangu (,Tam.),F004
Saragwa na pan (G.),"C019,",C029,,,
,,,Seppanthandu (Ta,m.),"D040, D041"
"Saranthi sag (H.,Mar)",C029,,,,
,,,Sepu/Sema regu (T,el.),E001-E004
Sarasava pandada (G.),C026,,,,
,,,Sesamum indicum,(Sci.),"H009, H010"
Sardine (Common),P071,,,,H011
,,,,,
Sardinella longiceps (Sci.),P071,,Sesbania grandiflo,ra (Sci.),C001
,,,,,
Saro da sag (P.),C026,,Setaria italica (Sci,.),A017
,,,,,
Sarson ka sag (H.),C026,,"Sev (B.,H.,O.)",,E001-E004
,,,,,
Sarson ka saga (O.),C026,,Seva (S.),,E001-E004
,,,,,
Sarson ki patta (U.),C026,,Sevian (P.),,A023
,,,,,
Sarssapa (S.),H013,,Sevvazhaipazham,(Tam.),E011
,,,,,
Saru (O.),F004,,Sewai (A.),,A023
,,,,,
Saru saga (O.),C018,,Sewai lieh (Kh.),,A023
,,,,,
Sarunada (O.),"D040,",D041,Sewai saw (Kh.),,A024
,,,,,
,,,Sewian (Kash.),,"A023, A024"
Sasuve (Kan.),H013,,,,
,,,Shaakaprabhedah,(S.),"C015, C016"
Sasuve yele (Kan.),C026,,,,
,,,Shakarkand (H.),,"F013, F014"
Sath (Mar.),A004,,,,
