,,,,,,,,,mg,,,,
,,,,,,,,,,,,,
,,,,F10D0,F12D0,F14D0,F16D0,F18D0,F20D0,F22D0,F24D0 F14D1,F16D1C,F18D1CN9
E008,Bael fruit (Aegle ma,rmelos),1,0.45,2.81,3.38,103,18.55,1.58,0.93,,4.17,107
E009,"Banana, ripe, mont paradisiaca)",ham (Musa x,1,,,,103,6.80,,,,5.65,8.73
E010,"Banana, ripe, poov paradisiaca)",am (Musa x,2,,,,105,8.02,,,,3.83,28.45
E011,"Banana, ripe, red (M",usa x paradisiaca),1,,,,96.58,9.74,,,,6.45,11.32
E012,"Banana, ripe, robus paradisiaca)",ta (Musa x,6,,,,106±3.6,8.15±1.46,,,,6.61±0.44,14.28±1.77
E013,Black berry (Rubus,fruticosus),5,,,5.89±0.46,134±0.9,30.33±1.74,7.71±1.33,5.86±0.92,11.65±1.36,6.15±0.53,81.56±4.26
E014,"Cherries, red (Prunu",s cerasus),4,,,,84±5,33.98±1.52,6.81±0.69,,,,95.85±2.36
E015,"Currants, black (Rib",es nigrum),1,,,,51.94,24.41,,2.05,4.93,,298
E016,Custard apple (Ann,ona squamosa),1,,,,90.45,30.45,5.67,3.87,7.56,4.89,34.85
E017,"Dates, dry, pale bro dactylifera)",wn (Phoenix,6,,,,78.83±3.65,18.20±1.50,,,,,30.43±3.94
E018,"Dates, dry, dark bro dactylifera)",wn (Phoenix,2,,,,91.15,22.69,,,,,21.00
E019,"Dates, processed (",Phoenix dactylifera),2,,,,115,34.16,,,,,46.88
E020,Fig (Ficus carica),,6,,,,71.61±0.74,7.19±0.20,8.46±0.13,3.48±0.13,2.26±0.17,,41.38±1.12
E021,Goosberry (Emblica,officinalis),5,,,,26.48±3.16,11.99±0.26,,,,,23.93±1.89
E022,"Grapes, seeded, ro vinifera)","und, black (Vitis",4,,,,72.49±3.32,15.26±1.74,4.45±0.15,8.15±1.27,5.60±1.35,,12.73±2.37
E023,"Grapes, seeded, ro vinifera)","und, green (Vitis",5,,,,62.35±3.72,12.95±0.85,3.74±0.25,7.38±0.66,6.01±0.50,,11.10±1.44
E024,"Grapes, seeded, ro vinifera)","und, red (Vitis",5,,,,66.06±1.13,14.28±0.24,3.79±0.22,6.27±0.91,4.77±0.20,,12.18±0.22
E025,"Grapes, seedless, o vinifera)","val, black (Vitis",5,,,,31.45±3.84,9.99±0.89,1.96±0.63,2.21±0.65,,,33.96±0.80
E026,"Grapes, seedless, r vinifera)","ound, green (Vitis",5,,,,63.79±2.99,15.71±1.40,3.61±1.46,3.99±0.57,,,9.33±1.22
