,,,,,,,,,mg,,,,
,,,,,,,,,,,,,
,,,,,F10D0 F12D0,F14D0,F16D0,F18D0,F20D0,F22D0,F24D0 F14D1,F16D1C,F18D1CN9
C006,Amaranth spinos green (Amaranthu,"us, leaves, s spinosus)",red and,2,,9.54,64.58,6.35,0.70,1.61,3.19,9.50,7.36
C007,Basella leaves (B,asella alba),,2,,,89.46,11.97,,,,12.32,38.96
C008,Bathua leaves (Ch,enopodium,album),2,,1.87,96.94,7.52,3.51,7.48,2.74,8.61,
C009,Beet greens (Beta,vulgaris),,6,,5.11±0.11,160±0.6,11.83±0.23,,5.65±0.19,5.17±0.18,7.13±0.22,72.38±0.41
C010,"Betel leaves, big (",kolkata) (P,iper betle),6,,24.45±2.39,175±7.4,39.33±3.06,,5.21±1.10,6.02±0.97,21.36±3.47,72.07±4.38
C011,"Betel leaves, sma",ll (Piper bet,le),4,,14.65±2.55,177±10.0,37.34±2.31,,4.15±0.69,5.07±1.26,17.93±2.52,64.74±3.26
C012,Brussels sprouts var. gemmifera),(Brassica o,leracea,1,,,187,39.75,,,,,88.69
C013,"Cabbage, Chines",e (Brassica,rupa),1,,,29.26,3.76,,,,,15.97
C014,"Cabbage, collard oleracea var. viridi",greens (Br s),assica,1,,,47.57,7.61,2.19,1.77,2.73,,37.19
C015,"Cabbage, green ( capitata f. alba)",Brassica ole,racea var.,6,,,34.59±2.95,6.02±0.60,2.29±0.30,1.60±0.12,2.05±0.29,,30.05±1.84
C016,"Cabbage, violet (B capitata f. rubra)",rassica ole,racea var.,2,,,42.43,7.59,3.24,1.99,3.17,,41.14
C017,Cauliflower leave var. botrytis),s (Brassica,oleracea,6,,2.76±0.27,85.30±6.47,14.28±1.21,3.92±0.24,3.31±0.43,5.33±0.56,,20.80±0.81
C018,"Colocasia leaves, anti-quorum)",green (Col,ocasia,6,,,334±7.5,52.40±3.04,17.92±1.43,14.16±2.89,7.55±0.70,17.24±2.64,30.39±2.21
C019,Drumstick leaves,(Moringa ol,eifera),3,,44.09±6.76,370±28.2,69.53±7.14,,32.64±2.89,43.59±4.28,,102±8.0
C020,Fenugreek leaves graecum),(Trigonella,foenum,5,,22.49±2.23,130±8.6,30.27±2.37,6.85±0.63,4.44±0.67,4.67±0.34,9.09±1.23,11.06±1.16
C021,Garden cress (Le,pidium sativ,um),2,,,23.82,2.32,0.49,1.28,0.76,0.93,7.30
C022,"Gogu leaves, gre cannabinus)",en (Hibiscus,,4,,25.70±2.61,170±7.5,27.48±2.77,6.90±1.10,7.41±1.42,6.86±0.77,16.63±0.41,21.97±1.52
C023,"Gogu leaves, red",(Hibiscus c,annabinus),1,,27.56,173,22.69,6.81,7.64,5.80,18.49,26.39
C024,"Knol-Khol, leaves var. gongylodes)",(Brassica o,leracea,2,,,67.77,32.78,2.48,1.42,2.39,5.84,13.07
