Ta,,,,,,,,,,,,,,
ble,,,,,,,,,,,,Total,Total Mono,Total Poly
7.,,,,sn,Eicosaenoic,Erucic,Nervonic,Linoleic,Eicosadienoic,α-Linolenic,Arachidonic Sa,turated Fatty,Unsaturated,Unsaturated
Fat,edo,,,oig,(C20:1n9),(C22:1n9),(C24:1n9),(C18:2n6),(C20:2),(C18:3n3),(C20:4n6),Acids,Fatty Acids,Fatty Acids
ty,c,Food,Name,eR,,,,,,,,(TSFA),(TMUFA),(TPUFA)
Acid,doo,,,fo,,,,,,,,,,
P,F,,,.o,,,,,mg,,,,,
rofile,,,,N,,,,,,,,,,
,,,,,F20D1N9F,F22D1N9,F24D1C,F18D2CN6,F20D2,F18D3N3,F20D4N6,FASAT,FAMS,FAPU
,,,,,,,,,,,,,,
,D068,Ridge gourd (Luffa,acutangula),6,,,,28.66±1.37,,26.42±0.76,,54.49±3.62,2.57±0.22,55.08±2.08
,,,,,,,,,,,,,,
,D069,"Ridge gourd, smoo",th skin (Luffa,3,,,,29.79±2.44,,28.19±1.90,,43.07±3.45,2.95±0.44,57.98±4.32
,,acutangula),,,,,,,,,,,,
,,,,,,,,,,,,,,
,D070,"Snake gourd, long,",pale green,6,,,,42.96±3.58,,54.59±3.36,,94.90±3.25,4.89±0.85,97.54±6.66
,,(Trichosanthes angui,na),,,,,,,,,,,
,,,,,,,,,,,,,,
,D071,"Snake gourd, long,",dark green,2,,,,45.65,,53.71,,95.87,4.77,99.36
,,(Trichosanthes angui,na),,,,,,,,,,,
,,,,,,,,,,,,,,
,D072,"Snake gourd, short",(Trichosanthes,1,,,,34.56,,70.55,,100,2.96,105
,,anguina),,,,,,,,,,,,
,,,,,,,,,,,,,,
,D073,"Tinda, tender (Praec",itrullus fistulosus),6,,,,46.46±5.00,,30.39±2.13,,48.97±5.84,6.28±1.61,76.11±9.46
,,,,,,,,,,,,,,
,D074,"Tomato, green (Lyc",opersicon,6,,,0.77±0.16,95.45±3.03,,13.57±0.71,,46.91±0.99,36.91±1.04,109±2.6
,,esculentum),,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Tomato, ripe, hybri",d (Lycopersicon,,,,,,,,,,,
206,D075,esculentum),,6,,,0.62±0.10,104±12.8,,14.70±1.58,,47.65±3.66,30.50±3.59,119±13.4
,D076,"Tomato, ripe, local (",Lycopersicon,6,,,0.89±0.23,185±12.9,,23.59±4.07,,79.56±4.04,58.66±6.57,208±13.4
,,esculentum),,,,,,,,,,,,
,,,,,,,,,,,,,,
,D077,"Zucchini, green (Cu",curbita pepo),2,,,,98.72,,152,,119,37.83,251
,,,,,,,,,,,,,,
,D078,"Zucchini, yellow(Cu",curbita pepo),2,,,,43.00,,71.42,,56.92,21.32,114
,,,,,,,,,,,,,,
,E,FRUITS,,,,,,,,,,,,
,,,,,,,,,,,,,,
,E001,"Apple, big (Malus do",mestica),6,,,,249±0.8,,32.63±0.84,,154±2.0,51.13±0.74,282±0.5
,,,,,,,,,,,,,,
,E002,"Apple, green (Malus",domestica),6,,,,173±1.0,,49.73±0.55,,116±1.5,40.99±0.84,223±1.1
,,,,,,,,,,,,,,
,E003,"Apple, small (Malus",domestica),6,,,,195±18.4,,29.52±2.69,,149±9.0,46.96±6.37,224±20.0
,,,,,,,,,,,,,,
,E004,"Apple, small, Kash",mir (Malus,1,,,,211,,41.61,,176,50.63,253
,,domestica),,,,,,,,,,,,
,,,,,,,,,,,,,,
,E005,"Apricot, dried (Prun",us armeniaca),6,,,,206±9.6,,79.91±4.75,,200±5.6,118±3.4,286±9.3
,,,,,,,,,,,,,,
,E006,"Apricot, processed",(Prunus armeniaca),3,,,,165±8.6,,154±7.8,,185±7.7,23.33±3.37,319±6.7
,,,,,,,,,,,,,,
,E007,Avocado fruit (Pers,ea americana),1,,,,1078,,62.11,11.14,1237,8710,1141
