,,,,,Total,Soluble,Insoluble,,,,,,,
,,,,,,,,,mg,,,,,
,,,,,,,,,CITAC,FUMAC,MALAC,,SUCAC,TARAC
C027,Pak Choi leav Chinensis),es(Brassic,a rapa var.,1,14.35,2.15,12.20,,35.85,1.01,1.82,4.75,79.88,3.14
C028,Parsley (Petro,selinum cri,spum),3,128±8.1,11.50±1.06,116±7.5,113±0.6,1.36±0.29,0.83±0.12,113±0.6,,104±13.5,
C029,Ponnaganni (,Alternanthe,ra sessilis),2,465,165,299,,5.82,0.83,,,246,
C030,Pumpkin leav maxima),"es, tender",(Cucurbita,6,13.61±1.91,5.06±1.41,8.55±0.96,30.67±1.03,7.74±2.63,14.35±1.44,30.67±1.03,20.22±1.26,54.07±0.72,
C031,Radish leave,s (Raphanu,s sativus),6,53.83±15.04,23.46±3.89,30.37±13.72,6.04±0.69,3.15±1.60,1.66±0.37,6.04±0.69,22.96±0.89,139±3.2,
C032,Rumex leave,s (Rumex p,atientia ),2,93.76,45.96,47.81,1.64,9.68,3.91,1.64,,2.58,4.06
C033,Spinach (Spin,acia olerac,ea),6,592±36.7,241±18.8,351±30.8,15.79±2.95,67.34±14.43,5.44±0.79,15.79±2.95,254±7.9,1.64±0.25,
C034,Tamarind lea (Tamarindus in,"ves, tender dica)",,3,150±13.9,72.63±14.02,77.44±22.84,,,6.46±4.33,,,195±7.0,44.76±19.99
,,,,,,,,,,,,,,
D,OTHER V,EGETAB,LES,,,,,,,,,,,
D001,Ash gourd (B,enincasa hi,spida),6,4.89±0.85,3.28±1.29,1.61±0.90,,36.91±1.03,0.57±0.04,,,,
D002,Bamboo sho vulgaris),"ot, tender (",Bambusa,1,85.70,75.01,10.69,2.60,12.53,0.10,2.60,30.26,103,
D003,"Bean scarlet, coccineus)",tender (Ph,aseolus,5,20.97±3.63,5.72±1.98,16.88±3.26,35.70±1.14,21.45±0.79,1.79±0.14,35.91±0.95,,174±1.0,
D004,"Bitter gourd, elongate (Mo","jagged, tee mordica cha","th ridges, rantia)",6,45.40±11.17,17.53±2.08,27.87±11.44,,59.33±1.55,1.41±0.22,,,7.49±1.41,
D005,"Bitter gourd, short (Momor","jagged, tee dica charan","th ridges, tia)",4,48.83±10.78,16.28±2.12,32.55±10.52,,66.42±2.46,1.51±0.47,,,7.44±0.71,
D006,"Bitter gourd, ridges, elong charantia)","jagged, sm ate (Momor",ooth dica,1,43.37,15.33,28.04,,65.68,1.42,,,9.15,
D007,"Bottle gourd, (Lagenaria vul","elongate, garis)",pale green,6,3.75±1.45,2.67±1.39,1.08±0.39,,31.16±1.71,0.16±0.02,,,64.96±1.83,
D008,"Bottle gourd, (Lagenaria vul","round, pal garis)",e green,5,2.53±1.02,1.38±0.32,1.15±0.88,,31.12±2.36,0.14±0.02,,,65.18±2.07,
