Ta,,,,,,,,,,,,,,
ble,,,,,,,,,,,,Total,Total Mono,Total Poly
7.,,,,sn,Eicosaenoic,Erucic,Nervonic,Linoleic,Eicosadienoic,α-Linolenic,Arachidonic Sa,turated Fatty,Unsaturated,Unsaturated
Fatt,edo,,,oig,(C20:1n9),(C22:1n9),(C24:1n9),(C18:2n6),(C20:2),(C18:3n3),(C20:4n6),Acids,Fatty Acids,Fatty Acids
y A,c,Food N,ame,eR,,,,,,,,(TSFA),(TMUFA),(TPUFA)
cid,doo,,,fo,,,,,,,,,,
Pr,F,,,.,,,,,mg,,,,,
ofi,,,,oN,,,,,,,,,,
le,,,,,,,,,,,,,,
,,,,,F20D1N9F,F22D1N9,F24D1C,F18D2CN6,F20D2,F18D3N3,F20D4N6,FASAT,FAMS,FAPU
,,,,,,,,,,,,,,
,G016,Mint leaves (Mentha,spicata ),4,,,,65.09±4.74,,286±20.5,,125±9.7,13.23±1.01,352±25.2
,,,,,,,,,,,,,,
,G017,"Onion, big (Allium ce",pa),6,,,,100±1.5,,6.63±0.54,,60.81±0.53,39.36±0.89,107±1.9
,,,,,,,,,,,,,,
,G018,"Onion, small (Allium",cepa),5,,,,66.60±4.12,,4.55±0.46,,41.01±2.60,15.83±1.73,71.16±4.41
,,,,,,,,,,,,,,
,G,CONDIMENTS,AND SPICES-D,RY,,,,,,,,,,
,,,,,,,,,,,,,,
,G019,Asafoetida (Ferula a,ssa-foetida),6,7.35±1.74,,,470±15.7,,43.79±6.93,,242±4.2,250±6.5,514±13.6
,,,,,,,,,,,,,,
,G020,"Cardamom, green (E",lettaria,6,,,,411±9.4,,172±7.3,,624±24.3,891±68.8,583±16.1
,,cardamomum),,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Cardamom, black (E",lettaria,,,,,,,,,,,
21,G021,cardamomum),,4,,,,320±0.5,,197±5.8,,493±5.4,1083±14.3,517±5.6
8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,G022,"Chillies, red (Capsic",um annum),6,6.75±0.23,,43.11±5.25,3081±111,,182±14.3,,1141±44.1,718±64.0,3263±101
,,,,,,,,,,,,,,
,G023,Cloves (Syzygium ar,omaticum),6,,,,2737±71.8,,691±36.4,,2679±52.7,605±47.7,3428±83.6
,,,,,,,,,,,,,,
,G024,Coriander seeds (Co,riandrum sativum),6,40.02±2.30,,,2203±60.9,,44.01±5.39,,952±10.1,10769±134,2247±62.1
,,,,,,,,,,,,,,
,G025,Cumin seeds (Cumin,um cyminum),6,,,,4269±48.2,,44.00±3.65,,619±16.3,8379±88.6,4313±47.1
,,,,,,,,,,,,,,
,G026,Fenugreek seeds (Tr,igonella foenum,6,12.15±1.86,,,2051±23.7,,1082±13.6,,770±17.5,675±23.4,3133±35.9
,,graecum),,,,,,,,,,,,
,,,,,,,,,,,,,,
,G027,Mace (Myristica fragr,ans),6,,,,4571±233,,159±33.1,,9304±214,9302±370,4731±260
,,,,,,,,,,,,,,
,G028,Nutmeg (Myristica fra,grans),6,26.66±2.85,,,299±21.9,,79.30±7.33,,3359±88.8,1637±107,379±25.5
,,,,,,,,,,,,,,
,G029,Omum (Trachysperm,um ammi),6,42.03±3.51,,,5116±127,,76.71±4.77,,1112±18.0,13879±152,5193±128
,,,,,,,,,,,,,,
,G030,Pippali (Piper longum,),6,,,,587±10.8,,299±9.3,,602±9.7,327±15.5,885±10.9
,,,,,,,,,,,,,,
,G031,"Pepper, black (Piper",nigrum),6,,,,818±5.8,,258±10.7,,654±24.1,463±24.8,1076±15.2
,,,,,,,,,,,,,,
,G032,Poppy seeds (Papav,er somniferum),6,14.09±1.15,,,13742±91.3,,106±9.2,,2074±56.7,2353±110,13847±94.7
,,,,,,,,,,,,,,
,G033,Turmeric powder (C,urcuma domestica),6,,,,1563±22.9,,377±44.9,,1634±46.8,448±83.7,1940±32.3
