T,,,,,,,,,,,,
a,,,,,,,Tocoph,erols,,Tocotrienols,,
ble,,,,s,Ergocalcife,,,,,,α-Tocopherol,
3.,ed,,,noi,rol (D2),,,,,,Equivalent,Phylloquino
Fat,oc,,,ge,,Alpha,Beta,Gamma,Delta,Alpha Beta Gamma Delta,,nes (K1)
Sol,doo,Food,Name,R fo,µg,,,,,mg,,µg
uble,F,,,.oN,,,,,,,,
V,,,,,ERGCAL,TOCPHA,TOCPHB,TOCPHG,TOCPHD,TOCTRA TOCTRB TOCTRG TOCTRD,VITE,VITK1
itam,,,,,,,,,,,,
ins,E063,Strawberry (Fragaria,ananassa),6,3.95±0.18,0.26±0.05,,,,,0.26±0.05,19.81±1.60
,,,,,,,,,,,,
,E064,"Tamarind, pulp (Tama",rindus indicus),6,25.65±1.86,0.10±0.01,,,,,0.10±0.01,1.67±0.33
,,,,,,,,,,,,
,E065,"Water melon, dark gr",een (sugar baby),6,0.56±0.03,0.04±0.00,,,,,0.04±0.00,2.10±1.22
,,(Citrullus vulgaris),,,,,,,,,,
,,,,,,,,,,,,
,E066,"Water melon, pale gr",een (Citrullus vulgaris),6,0.56±0.03,0.05±0.01,,,,,0.05±0.01,2.80±0.87
,,,,,,,,,,,,
,E067,Wood Apple (Limonia,acidissima),3,28.71±2.87,0.01±0.00,0.15±0.01,,,,0.07±0.01,6.80±0.58
,,,,,,,,,,,,
,E068,Zizyphus(Zizyphus ju,jube),1,16.70,0.02,,,,,0.02,2.50
,,,,,,,,,,,,
,F,ROOTS AND TU,BERS,,,,,,,,,
,,,,,,,,,,,,
74,F001,Beet root (Beta vulgar,is),6,0.18±0.01,0.09±0.01,,,,,0.09±0.01,2.98±0.94
,,,,,,,,,,,,
,F002,"Carrot, orange (Dacu",s carota),6,1.36±0.13,0.19±0.01,,0.18±0.01,,0.03±0.00,0.21±0.01,18.35±0.19
,,,,,,,,,,,,
,F003,"Carrot, red (Dacus ca",rota),4,1.39±0.09,0.19±0.03,,0.20±0.03,,0.03±0.01,0.22±0.03,18.75±0.81
,,,,,,,,,,,,
,F004,Colocasia (Colocasia,antiquorum),6,0.27±0.01,0.32±0.02,,0.08±0.01,0.12±0.01,,0.33±0.02,3.15±0.90
,,,,,,,,,,,,
,F005,Lotus root (Nelumbiu,m nelumbo),3,0.27±0.06,0.73±0.11,,,,,0.73±0.11,44.45±4.37
,,,,,,,,,,,,
,F006,"Potato, brown skin, b",ig (Solanum,6,0.19±0.02,0.06±0.01,,,,,0.06±0.01,2.12±0.31
,,tuberosum),,,,,,,,,,
,,,,,,,,,,,,
,F007,"Potato, brown skin, s",mall (Solanum,1,0.22,0.07,,,,,0.07,1.80
,,tuberosum),,,,,,,,,,
,,,,,,,,,,,,
,F008,"Potato, red skin (Sola",num tuberosum),1,0.20,0.06,,,,,0.06,2.30
,,,,,,,,,,,,
,F009,"Radish, elongate, red",skin (Raphanus,3,0.04±0.02,0.01±0.01,,,,,0.01±0.01,2.10±0.12
,,sativus),,,,,,,,,,
,,,,,,,,,,,,
,F010,"Radish, elongate, wh",ite skin (Raphanus,6,0.05±0.02,0.01±0.00,,,,,0.01±0.00,2.50±0.19
,,sativus),,,,,,,,,,
,,,,,,,,,,,,
,F011,"Radish, round, red sk",in (Raphanus sativus),1,0.05,0.01,,,,,0.01,2.60
,,,,,,,,,,,,
,F012,"Radish, round, white",skin (Raphanus,2,0.04,0.01,,,,,0.01,1.90
,,sativus),,,,,,,,,,
,,,,,,,,,,,,
,F013,"Sweet potato, brown",skin (Ipomoes batatas),4,1.26±0.31,0.01±0.01,,,,,0.01±0.01,3.00±0.84
