,,,,,Total,Soluble,Insoluble,,,,,,,
,,,,,,,,,mg,,,,,
,,,,,,,,,CITAC,FUMAC,MALAC,,SUCAC,TARAC
G022,"Chillies, red (Ca",ps,icum annum),6,87.17±15.16,65.69±1.85,21.48±15.48,,0.62±0.11,13.67±1.36,68.38±4.48,,22.00±5.86,
G023,Cloves (Syzygiu,m,aromaticum),6,1845±73.8,353±24.6,1492±55.5,1.54±0.38,427±5.5,0.46±0.05,177±3.3,,,20.28±1.30
G024,Coriander seeds sativum),(,Coriandrum,6,809±90.9,118±9.6,692±90.8,1.41±0.19,53.84±1.47,6.53±1.43,13.51±2.08,,,
G025,Cumin seeds (C,u,minum cyminum),6,817±117,40.43±2.45,777±117,2.43±0.97,47.00±1.25,2.38±0.98,40.76±6.76,,,
G026,Fenugreek seed graecum),s,(Trigonella foenum,6,31.75±8.12,10.55±0.64,21.20±7.89,0.24±0.04,4.99±1.43,,,2.47±0.63,,2.19±0.61
G027,Mace (Myristica f,ra,grans),6,28.22±10.42,0.28±0.06,27.94±10.43,,98.68±2.00,2.36±0.32,173±2.4,345±7.5,,
G028,Nutmeg (Myristic,a,fragrans),6,194±87.7,48.20±1.59,146±87.5,,59.31±2.23,55.90±6.21,15.70±1.69,231±8.9,16.52±1.22,
G029,Omum (Trachysp,e,rmum ammi),6,1020±30.7,34.19±2.01,985±30.8,,47.73±2.03,,199±3.2,26.16±1.21,5.55±0.93,
G030,Pippali (Piper lon,g,um),6,367±57.9,21.22±1.17,346±58.3,0.16±0.01,37.97±0.98,0.05±0.02,0.52±0.09,,121±7.0,154±2.8
G031,"Pepper, black (P",ip,er nigrum),6,431±63.7,33.74±8.11,398±65.2,4.39±0.83,136±1.5,1.65±0.14,13.93±1.08,,119±11.7,1.92±0.44
G032,Poppy seeds (Pa,p,aver somniferum),6,1631±54.9,32.08±1.42,1599±54.0,3.92±0.31,21.79±1.60,,24.18±0.60,557±4.7,24.40±1.45,
G033,Turmeric powde domestica),r,(Curcuma,6,1531±146,1221±77.5,310±84.1,,2.63±0.36,0.17±0.05,40.62±5.02,,33.24±2.25,
H,NUTS AND,O,IL SEEDS,,,,,,,,,,,
H001,Almond (Prunus,a,mygdalus),6,344±55.7,110±4.9,235±54.2,,11.88±0.66,0.29±0.07,97.52±0.93,,1.31±0.15,1.18±0.29
H002,"Arecanut, dried, catechu)",b,rown (Areca,6,,,,,7.93±0.45,0.14±0.02,47.16±1.64,75.06±0.57,1.89±0.13,
H003,"Arecanut, dried, catechu)",r,ed color (Areca,3,,,,,8.76±0.35,0.20±0.05,45.71±2.49,74.62±2.16,2.03±0.60,
H004,"Arecanut, fresh (",A,reca catechu),2,,,,,12.56,24.80,,,26.62,
H005,Cashew nut (Ana,c,ardium occidentale),6,189±11.8,149±11.4,39.52±17.31,,7.73±0.46,34.66±1.06,,,27.73±2.55,
H006,"Coconut, kernal,",,dry (Cocos nucifera),6,6.83±1.21,3.10±0.04,3.73±1.20,,117±1.4,0.41±0.10,1.83±0.64,13.84±1.58,10.17±0.48,6.38±0.81
