,,,,mg,µg,mg,mg,mg,mg,mg,mg,mg,mg
,,,,AL,AS,CD,CA,CR,CO,CU,FE,PB,LI
D035,"Capsicum, yellow (",Capsicum annuum),4,0.23±0.07,0.03±0.02,0.001±0.000,19.13±4.17,0.036±0.015,0.003±0.001,0.09±0.02,0.69±0.12,0.007±0.002,0.001±0.000
D036,Cauliflower (Brassic,a oleracea),6,0.17±0.13,,,25.16±3.47,0.007±0.003,0.001±0.001,0.05±0.03,0.96±0.34,0.004±0.001,0.001±0.000
D037,Celery stalk (Apium,graveolens),3,1.32±0.34,0.51±0.10,0.002±0.001,38.73±3.38,0.016±0.006,0.001±0.000,0.12±0.12,1.36±0.41,0.003±0.001,0.001±0.001
D038,Cho-cho-marrow (S,echium edule),4,,,,18.64±2.31,0.006±0.002,0.001±0.001,0.05±0.01,0.48±0.11,,
D039,Cluster beans (Cya tetragonobola),mopsis,6,0.33±0.08,,,121±17.8,0.013±0.004,0.004±0.000,0.14±0.02,3.90±0.66,,0.001±0.001
D040,"Colocasia, stem, bl antiquorum)",ack (Colocasia,1,,1.16,0.001,29.46,0.015,0.002,0.05,0.77,,
D041,"Colocasia, stem, gr antiquorum)",een (Colocasia,5,,1.58±1.42,,40.21±6.92,0.020±0.006,0.002±0.002,0.08±0.03,0.55±0.22,,0.001±0.001
D042,"Corn, Baby(Zea ma",ys),6,,,,76.51±13.84,0.002±0.001,0.001±0.000,0.12±0.03,1.45±0.23,,
D043,"Cucumber, green, e sativus)",longate(Cucumis,6,0.07±0.07,,,16.39±3.74,0.006±0.002,0.002±0.001,0.04±0.01,0.46±0.21,0.001±0.000,0.002±0.002
D044,"Cucumber, green, s sativus)",hort (Cucumis,6,0.05±0.05,,,19.25±3.46,0.005±0.002,0.002±0.001,0.07±0.05,0.59±0.12,0.001±0.000,0.002±0.001
D045,"Cucumber, orange, sativus)",round (Cucumis,2,0.10,,0.001,21.98,0.006,0.002,0.04,0.45,0.001,0.002
D046,Drumstick (Moringa,oleifera),6,0.24±0.09,,,33.30±5.54,0.008±0.003,,0.10±0.02,0.73±0.18,0.007±0.003,0.002±0.001
D047,"Field beans, tender,",broad (Vicia faba),2,0.64,,,70.57,0.006,0.003,0.24,1.95,0.003,0.002
D048,"Field beans, tender,",lean (Vicia faba),6,0.36±0.13,,,58.59±5.21,0.007±0.003,0.003±0.002,0.20±0.08,1.48±0.39,0.003±0.001,0.002±0.000
D049,"French beans, coun vulgaris)",try (Phaseolus,5,0.50±0.26,,,55.99±10.70,0.007±0.002,0.004±0.003,0.11±0.03,1.25±0.31,0.002±0.000,
D050,"French beans, hybr vulgaris)",id (Phaseolus,2,0.35,,,49.90,0.004,0.008,0.07,0.98,,
D051,"Jack fruit, raw (Arto heterophyllus)",carpus,5,,,,45.74±7.19,0.004±0.002,,0.24±0.07,0.31±0.04,,
D052,"Jack fruit, seed, ma heterophyllus)",ture (Artocarpus,5,,,,37.56±3.36,0.001±0.001,0.001±0.001,0.21±0.07,0.37±0.15,0.001±0.001,
D053,Knol - Khol (Brassic,a oleracea),6,,,,35.26±3.81,0.004±0.002,0.002±0.001,0.08±0.03,0.24±0.05,,
D054,"Kovai, big (Coccinia",cordifolia),6,0.06±0.02,,,34.39±5.90,0.003±0.001,0.002±0.001,0.06±0.01,0.38±0.05,,0.001±0.000
