T,,,,,,,,,,,,,,
a,,,,,,,,Tocoph,erols,,Tocotrienols,,,
ble,,,,,s,Ergocalcife,,,,,,,α-Tocopherol,
3.,ed,,,,noi,rol (D2),,,,,,,Equivalent,Phylloquino
Fat,oc,,,,ge,,Alpha,Beta,Gamma,Delta,Alpha Beta Gamma,Delta,,nes (K1)
Sol,doo,,Food Nam,e,R fo,µg,,,,,mg,,,µg
ub,F,,,,.o,,,,,,,,,
le,,,,,N,ERGCAL,TOCPHA,TOCPHB,TOCPHG,TOCPHD,TOCTRA TOCTRB TOCTRG,TOCTRD,VITE,VITK1
Vita,,,,,,,,,,,,,,
min,A019,"Wheat flour,",atta (Triticum,aestivum),6,13.43±1.77,0.21±0.09,0.06±0.01,,,0.06±0.03,,0.26±0.09,1.50±0.47
s,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,A020,"Wheat, whol",e (Triticum aes,tivum),6,17.49±3.51,0.60±0.33,0.37±0.12,,,0.07±0.03,,0.77±0.35,1.75±0.26
,,,,,,,,,,,,,,
,A021,"Wheat, bulg",ur (Triticum ae,stivum),6,6.27±0.31,0.20±0.01,,,,0.05±0.02,,0.21±0.01,1.50±0.41
,,,,,,,,,,,,,,
,A022,"Wheat, semo",lina (Triticum,aestivum),6,8.19±0.81,0.16±0.02,0.07±0.02,,,0.05±0.03,,0.20±0.01,1.20±0.48
,,,,,,,,,,,,,,
,A023,"Wheat, verm",icelli (Triticum,aestivum),6,4.06±0.35,0.03±0.01,,,,0.03±0.02,,0.03±0.01,1.00±0.51
,,,,,,,,,,,,,,
,A024,"Wheat, verm","icelli, roasted",(Triticum,6,3.21±0.21,0.01±0.01,,,,0.02±0.01,,0.01±0.01,1.00±0.52
,,aestivum),,,,,,,,,,,,
,,,,,,,,,,,,,,
,B,GRAIN L,EGUMES,,,,,,,,,,,
,,,,,,,,,,,,,,
,B001,Bengal gram,", dal (Cicer ar",ietinum),6,1.75±0.17,0.08±0.01,,1.13±0.10,0.03±0.01,,,0.19±0.01,1.50±0.62
64,,,,,,,,,,,,,,
,B002,Bengal gram,", whole (Cice",r arietinum),6,1.93±0.17,1.59±0.07,,1.33±0.17,0.08±0.01,,,1.72±0.07,2.10±0.71
,,,,,,,,,,,,,,
,B003,"Black gram,",dal (Phaseolu,s mungo),6,8.42±0.19,0.04±0.01,,1.29±0.12,0.05±0.01,,,0.17±0.02,8.30±1.51
,,,,,,,,,,,,,,
,B004,"Black gram,",whole (Phase,olus mungo),6,16.84±2.79,0.09±0.02,,1.35±0.10,0.08±0.01,,,0.23±0.02,10.80±0.92
,,,,,,,,,,,,,,
,B005,"Cowpea, bro",wn (Vigna cat,jang),6,0.92±0.02,0.33±0.02,,3.50±0.21,2.44±0.22,,,0.70±0.03,1.75±0.14
,,,,,,,,,,,,,,
,B006,"Cowpea, whi",te (Vigna catj,ang),1,0.93,0.32,,3.06,2.70,,,0.65,1.70
,,,,,,,,,,,,,,
,B007,"Field bean, b",lack (Phaseol,us vulgaris),1,4.35,0.24,,2.69,0.07,,,0.51,21.50
,,,,,,,,,,,,,,
,B008,"Field bean, b",rown (Phase,olus vulgaris),1,4.24,0.25,,2.74,0.06,,,0.53,20.70
,,,,,,,,,,,,,,
,B009,"Field bean,",white (Phaseo,lus vulgaris),5,4.26±0.10,0.25±0.02,,2.65±0.59,0.07±0.00,,,0.52±0.06,22.65±1.15
,,,,,,,,,,,,,,
,B010,"Green gram,",dal (Phaseolu,s aureus),6,2.05±0.08,0.06±0.01,,1.66±0.15,,,,0.23±0.02,8.30±0.85
,,,,,,,,,,,,,,
,B011,"Green gram,",whole (Phase,olus aureus),6,3.15±0.33,0.13±0.02,,2.08±0.22,,,0.26±0.04,0.33±0.02,12.63±1.23
,,,,,,,,,,,,,,
,B012,"Horse gram,",whole (Dolicu,s biflorus),6,1.80±0.06,0.06±0.01,,2.06±0.16,,,,0.27±0.02,10.24±1.40
,,,,,,,,,,,,,,
,B013,Lentil dal (Le,ns culinaris),,6,1.31±0.12,0.02±0.01,,1.37±0.11,0.23±0.05,,,0.16±0.01,3.75±0.79
,,,,,,,,,,,,,,
,B014,"Lentil whole,",brown (Lens,culinaris),6,14.52±1.68,0.03±0.00,,1.64±0.18,0.30±0.03,,,0.19±0.02,7.27±0.69
