Ta,,,,,,,,,,,,,,
ble,,,,,,,,,,,,Total,Total Mono,Total Poly
7.,,,,sn,Eicosaenoic,Erucic,Nervonic,Linoleic,Eicosadienoic,α-Linolenic,Arachidonic S,aturated Fatty,Unsaturated,Unsaturated
Fat,edo,,,oig,(C20:1n9),(C22:1n9),(C24:1n9),(C18:2n6),(C20:2),(C18:3n3),(C20:4n6),Acids,Fatty Acids,Fatty Acids
ty A,c,Food,Name,eR,,,,,,,,(TSFA),(TMUFA),(TPUFA)
cid,doo,,,fo,,,,,,,,,,
Pr,F,,,.o,,,,,m,g,,,,
of,,,,N,,,,,,,,,,
ile,,,,,,,,,,,,,,
,,,,,F20D1N9F,F22D1N9,F24D1C,F18D2CN6,F20D2,F18D3N3,F20D4N6,FASAT,FAMS,FAPU
,,,,,,,,,,,,,,
,D008,"Bottle gourd, round",", pale green",5,,,,40.53±3.68,,22.12±2.98,0.82±0.07,41.07±1.27,3.47±0.54,63.46±6.66
,,(Lagenaria vulgaris),,,,,,,,,,,,
,,,,,,,,,,,,,,
,D009,"Bottle gourd, elong","ate, dark green",1,,,,32.96,,19.35,0.61,42.04,9.05,52.92
,,(Lagenaria vulgaris),,,,,,,,,,,,
,,,,,,,,,,,,,,
,D010,Brinjal-1 (Solanum,melongena),1,,,,171,,38.73,,94.53,27.94,210
,,,,,,,,,,,,,,
,D011,Brinjal-2 (Solanum,melongena),1,,,,132,,35.10,,88.11,16.80,167
,,,,,,,,,,,,,,
,D012,Brinjal-3 (Solanum,melongena),2,,,,143,,27.38,,72.34,21.05,171
,,,,,,,,,,,,,,
,D013,Brinjal-4 (Solanum,melongena),4,,,,137±18.0,,21.11±2.58,,66.91±6.06,25.20±3.49,158±20.4
,,,,,,,,,,,,,,
,D014,Brinjal-5 (Solanum,melongena),3,,,,121±20.0,,26.20±10.62,,69.24±23.29,18.56±2.24,147±29.2
,,,,,,,,,,,,,,
,D015,Brinjal-6 (Solanum,melongena),2,,,,117,,27.38,,70.99,16.94,144
200,,,,,,,,,,,,,,
,D016,Brinjal-7 (Solanum,melongena),1,,,,136,,17.62,,71.72,22.92,153
,,,,,,,,,,,,,,
,D017,Brinjal-8(Solanum m,elongena),3,,,,135±8.9,,23.15±3.45,,68.17±11.36,25.32±4.52,159±12.4
,,,,,,,,,,,,,,
,D018,Brinjal-9(Solanum m,elongena),2,,,,147,,23.60,,80.49,25.08,170
,,,,,,,,,,,,,,
,D019,Brinjal-10 (Solanum,melongena),2,,,,117,,15.18,,66.00,21.91,132
,,,,,,,,,,,,,,
,D020,Brinjal-11 (Solanum,melongena),6,,,,119±23.6,,20.90±6.40,,68.14±16.35,21.59±5.15,140±28.6
,,,,,,,,,,,,,,
,D021,Brinjal-12 (Solanum,melongena),2,,,,111,,19.12,,68.52,17.14,130
,,,,,,,,,,,,,,
,D022,Brinjal-13(Solanum,melongena),1,,,,126,,23.51,,82.96,15.45,150
,,,,,,,,,,,,,,
,D023,Brinjal-14(Solanum,melongena),3,,,,108±46.4,,17.49±8.73,,59.14±29.12,16.76±7.52,125±54.9
,,,,,,,,,,,,,,
,D024,Brinjal-15 (Solanum,melongena),4,,,,131±12.0,,19.20±4.01,,67.08±12.14,24.66±5.89,150±10.2
,,,,,,,,,,,,,,
,D025,Brinjal-16(Solanum,melongena),1,,,,143,,23.91,,83.65,21.95,166
,,,,,,,,,,,,,,
,D026,Brinjal-17(Solanum,melongena),1,,,,150,,28.31,,81.14,28.21,179
,,,,,,,,,,,,,,
,D027,Brinjal-18 (Solanum,melongena),3,,,,111±53.2,,21.75±12.21,,69.18±33.52,20.71±11.35,133±64.5
