T,,,,,,,,,,,,,,
a,,,,,,,Tocoph,erols,,Tocotri,enols,,,
ble,e,,,sn,Ergocalcife,,,,,,,,α-Tocopherol,Phylloquino
3. Fa,doc,,,oige,rol (D2),Alpha,Beta,Gamma,Delta,Alpha Beta,Gamma,Delta,Equivalent,nes (K1)
t Sol,doo,Food Name,,R fo,µg,,,,,mg,,,,µg
u,F,,,.o,,,,,,,,,,
bl,,,,,,,,,,,,,,
e,,,,N,ERGCAL,TOCPHA,TOCPHB,TOCPHG,TOCPHD,TOCTRA TOCTRB,TOCTRG,TOCTRD,VITE,VITK1
Vita,,,,,,,,,,,,,,
mi,G014,"Ginger, fresh (Zinziber offici",nale),6,4.09±0.35,0.28±0.03,,0.47±0.08,,,,,0.32±0.03,25.55±2.45
ns,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,G015,Mango ginger (Curcuma am,ada),3,3.10±0.39,0.35±0.07,,,,0.79±0.09,,,0.59±0.10,27.71±0.70
,,,,,,,,,,,,,,
,G016,Mint leaves (Mentha spicata,),4,3.37±0.16,0.45±0.07,,0.07±0.02,,,,,0.46±0.07,164±37.2
,,,,,,,,,,,,,,
,G017,"Onion, big (Allium cepa)",,6,0.73±0.19,0.05±0.01,,,,,,,0.05±0.01,4.50±1.47
,,,,,,,,,,,,,,
,G018,"Onion, small (Allium cepa)",,5,0.12±0.03,0.06±0.02,,,,,,,0.06±0.02,5.30±1.46
,,,,,,,,,,,,,,
,G,CONDIMENTS AND,SPICES-DRY,,,,,,,,,,,
,,,,,,,,,,,,,,
,G019,Asafoetida (Ferula assa-foet,ida),6,12.59±1.40,0.73±0.08,,,,0.12±0.01,,,0.77±0.08,46.56±2.21
,,,,,,,,,,,,,,
,G020,"Cardamom, green (Elettaria",cardamomum),6,43.72±2.28,0.14±0.02,1.13±0.09,,,0.59±0.09,,,0.77±0.06,6.81±0.55
,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
6,G021,"Cardamom, black (Elettaria",cardamomum),4,43.55±3.33,0.36±0.07,0.83±0.26,,,1.38±0.06,,,1.10±0.08,5.74±0.43
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,G022,"Chillies, red (Capsicum ann",um),6,24.36±2.56,0.69±0.21,,2.91±1.02,,,,,0.98±0.30,274±6.6
,,,,,,,,,,,,,,
,G023,Cloves (Syzygium aromaticu,m),6,45.07±2.37,0.46±0.04,0.77±0.07,,,0.01±0.00,,,0.77±0.04,161±36.7
,,,,,,,,,,,,,,
,G024,Coriander seeds (Coriandru,m sativum),6,1.31±0.01,0.91±0.07,,,,0.32±0.02,0.47±0.02,0.24±0.02,1.01±0.06,35.70±2.52
,,,,,,,,,,,,,,
,G025,Cumin seeds (Cuminum cym,inum),6,12.10±0.07,1.49±0.05,,,,,,,1.49±0.05,146±2.2
,,,,,,,,,,,,,,
,G026,Fenugreek seeds (Trigonella,foenum,6,1.98±0.08,0.02±0.00,,,,0.02±0.00,,,0.02±0.00,1.50±0.84
,,graecum),,,,,,,,,,,,
,,,,,,,,,,,,,,
,G027,Mace (Myristica fragrans),,6,44.92±2.28,1.05±0.05,,,,10.36±0.16,,,4.16±0.08,70.44±4.62
,,,,,,,,,,,,,,
,G028,Nutmeg (Myristica fragrans),,6,46.67±0.45,1.18±0.07,,,,0.09±0.00,,,1.21±0.07,60.92±1.42
,,,,,,,,,,,,,,
,G029,Omum (Trachyspermum am,mi),6,2.62±0.19,0.01±0.00,,,0.41±0.02,,,0.11±0.01,0.01±0.00,30.36±3.99
,,,,,,,,,,,,,,
,G030,Pippali (Piper longum),,6,118±1.6,0.01±0.00,,0.26±0.03,,,,,0.03±0.00,93.45±1.89
,,,,,,,,,,,,,,
,G031,"Pepper, black (Piper nigrum",),6,25.68±0.51,0.59±0.15,1.58±0.15,0.45±0.05,,0.01±0.00,,,1.27±0.16,171±31.5
,,,,,,,,,,,,,,
,G032,Poppy seeds (Papaver somn,iferum),6,33.92±1.81,1.66±0.15,,0.10±0.01,,,,,1.67±0.15,95.18±2.16
,,,,,,,,,,,,,,
,G033,Turmeric powder (Curcuma,domestica),6,18.67±1.38,2.63±0.67,0.28±0.10,,,0.60±0.06,,,2.92±0.70,12.80±1.26
