,,,,mg,µg,mg,mg,mg,mg,mg,mg,mg,mg
,,,,AL,AS,CD,CA,CR,CO,CU,FE,PB,LI
E060,Sapota (Achras sap,ota),6,,,,17.87±3.38,0.010±0.003,,0.07±0.03,0.49±0.33,,
E061,Soursop (Annona m,uricata),1,,,,10.05,0.001,,0.14,0.29,0.013,0.821
E062,Star fruit (Averrhoa,carambola),1,0.43,0.05,0.852,4.97,0.023,0.002,0.07,0.45,0.010,0.176
E063,Strawberry (Fragar,ia ananassa),6,,,,15.28±3.37,0.001±0.000,,0.07±0.01,0.36±0.03,,
E064,"Tamarind, pulp (Ta",marindus indicus),6,4.03±0.81,,0.001±0.001,149±13.9,0.066±0.007,0.002±0.001,0.50±0.09,9.16±1.71,0.014±0.003,0.007±0.005
E065,"Water melon, dark (Citrullus vulgaris)",green (sugar baby),6,,,,5.29±1.09,0.002±0.001,0.001±0.001,0.04±0.01,0.22±0.14,0.001±0.001,
E066,"Water melon, pale vulgaris)",green (Citrullus,6,0.01±0.00,,,4.35±0.88,0.003±0.002,0.001±0.000,0.03±0.01,0.16±0.07,0.001±0.000,
E067,Wood Apple (Limon,ia acidissima),3,0.09±0.03,,,55.71±7.46,0.004±0.002,0.001±0.000,0.20±0.04,0.45±0.06,0.004±0.001,
E068,Zizyphus(Zizyphus,jujube),1,0.11,,,46.55,0.006,,0.12,0.40,,0.001
,,,,,,,,,,,,,
F,ROOTS AND,TUBERS,,,,,,,,,,,
F001,Beet root (Beta vul,garis),6,0.33±0.08,,,17.28±2.25,0.008±0.001,0.001±0.000,0.12±0.03,0.76±0.12,,0.003±0.002
F002,"Carrot, orange (Da",cus carota),6,0.36±0.14,,,35.09±5.89,0.004±0.001,,0.08±0.01,0.60±0.24,,0.001±0.001
F003,"Carrot, red (Dacus",carota),4,0.54±0.13,,,41.06±8.47,0.004±0.001,,0.10±0.03,0.71±0.37,,0.004±0.003
F004,Colocasia (Colocas,ia antiquorum),6,0.82±0.22,,,30.18±3.86,0.009±0.003,0.003±0.002,0.30±0.03,0.66±0.09,,0.003±0.001
F005,Lotus root (Nelumb,ium nelumbo),3,5.91±1.59,3.89±2.13,,37.71±2.79,0.028±0.009,0.004±0.001,0.22±0.02,3.34±1.31,0.001±0.001,0.006±0.004
F006,"Potato, brown skin tuberosum)",", big (Solanum",6,0.13±0.05,,0.001±0.001,9.52±1.09,0.002±0.001,0.005±0.002,0.09±0.02,0.57±0.20,,0.001±0.001
F007,"Potato, brown skin tuberosum)",", small (Solanum",1,0.15,,,8.53,0.007,0.003,0.14,0.53,,
F008,"Potato, red skin (S",olanum tuberosum),1,0.16,,0.002,8.62,0.006,0.001,0.15,0.66,,
F009,"Radish, elongate, r sativus)",ed skin (Raphanus,3,0.26±0.23,,,28.44±1.88,0.004±0.003,0.001±0.000,0.03±0.00,0.37±0.11,,
F010,"Radish, elongate, (Raphanus sativus)",white skin,6,0.20±0.13,,,30.20±3.58,0.003±0.001,0.001±0.001,0.03±0.01,0.36±0.22,,
