,,,,,,,mg,,,,
,,,,,,,,,,,
,,,,F20D4N6,F20D5N3,F22D5N3,F22D6N3,FASAT,FAMS,FAPU,CHOLC
P021,Kadali (Nemip,terus mesoprion),1,259,116,130,740,1611,818,1342,19.88
P022,Kalamaara (Le,ptomelanosoma indicum),2,110,289,130,295,2107,1079,907,28.79
P023,Kalava (Epine,phelus coioides),1,53.08,40.36,29.63,129,455,250,275,20.59
P024,Kanamayya (L,utjanus rivulatus),2,23.16,21.90,16.80,97.85,209,113,168,22.07
P025,Kannadi paara,i (Alectis indicus),3,56.43±10.95,39.73±16.63,29.33±5.78,193±66,479±200,234±94.3,329±88.6,18.56±9.50
P026,Karimeen (Etr,oplus suratensis),1,40.90,26.57,46.90,100,577,290,274,15.62
P027,Karnagawala,(Anchoa hepsetus),1,36.10,42.63,15.53,198,255,85.26,301,35.40
P028,Kayrai (Thunn,us albacores),2,106,170,62.91,581,1096,583,980,29.85
P029,Kiriyan (Atule,mate),1,106,248,129,518,2102,1068,1069,11.15
P030,Kite fish (Mob,ula kuhlii),1,40.10,4.34,10.67,73.54,169,67.62,143,15.01
P031,Korka (Terapo,n jarbua),1,112,154,119,455,1407,687,898,107
P032,Kulam paarai,(Carangoides fulvoguttatus),1,119,211,72.89,638,1430,678,1107,55.40
P033,Maagaa (Polyn,emus plebeius),1,20.27,23.82,13.74,76.47,201,96.12,146,7.24
P034,Mackerel (Ras,trelliger kanagurta),3,54.37±27.93,72.72±55.10,47.11±39.83,259±89.5,604±487,216±176,470±218,46.48±24.87
P035,Manda clathi (,Naso reticulatus),1,47.05,42.06,35.57,138,337,171,278,21.03
P036,Matha (Acant,hurus mata),2,39.13,27.57,10.64,100,297,106,188,20.55
P037,Milk fish (Cha,nos chanos),1,68.80,16.56,33.07,194,366,188,321,21.38
P038,Moon fish (Me,ne maculata),1,45.16,57.92,52.58,161,2929,932,374,68.88
P039,Mullet (Mugil c,ephalus),3,48.89±8.96,72.91±29.78,41.83±19.78,196±100,495±115,219±17,378±136,18.30±13.42
P040,Mural (Tylosur,us crocodilus crocodilus),1,28.93,68.62,23.25,228,349,80.76,354,17.43
