,,,,mgg,,mg,mg,mg,mg,mg,mg,mg,mg
,,,,AL,AS,CD,CA,CR,CO,CU,FE,PB,LI
P084,T u n a (Euthynnu,s affinis),5,,,0.001±0.001,9.82±1.65,0.015±0.004,0.001±0.001,0.27±0.13,1.60±0.50,0.001±0.000,0.001±0.001
P085,"Tuna, stri p e d (K",atsuwonus pelamis),1,,,0.001,6.45,0.002,,0.11,1.43,,
P086,Vala v a (Chirocen,trus nudus),1,,,,37.06,0.004,,0.03,0.24,,0.002
P087,Vanjaram (Scom commerson),beromorus,2,,0.22,0.060,9.85,,0.007,0.08,0.41,,0.012
P088,Vela me e n (Apri,on virescens),1,,,,14.90,0.045,0.009,0.08,0.64,,
P089,V o r a (Siganus ja,vus),2,,,,7.64,0.016,,0.01,0.27,,0.001
P090,Whale sh a r k (G,aleocerdo cuvier),1,,,0.001,8.32,0.006,0.002,0.10,0.33,,0.003
P091,Xiph i n i s (Xiphia,s gladius),1,,,0.002,12.08,0.010,,0.03,0.54,,0.002
P092,"Z.Eggs, Cat fish bimaculatus)",(Ompok,1,0.48,1.11,,61.69,0.021,0.005,0.08,6.65,,
,,,,,,,,,,,,,
Q,MARINE S,HELLFISH,,,,,,,,,,,
Q001,C r a b (Menippe m,ercenaria),1,1.40,0.13,0.009,128,0.048,0.018,0.42,1.10,,0.005
Q002,"Crab, sea (Portu",nus sanguinolentus),1,,,0.006,333,0.032,0.012,0.84,0.98,,0.017
Q003,"Lobster, bro w n",(Thenus orientalis),1,,,0.003,73.06,0.044,0.003,0.12,0.77,,0.007
Q004,"Lobster, king si orientalis)",ze (Thenus,1,0.17,1.08,0.011,66.44,0.014,0.001,0.49,0.35,0.009,0.005
Q005,Mud c r a b (Scylla,tranquebarica),1,,,0.001,201,0.014,0.001,1.23,0.87,,
Q006,Oys t e r (Crassos,trea sp.),1,,,0.013,126,0.096,0.011,3.41,0.90,,0.010
Q007,"Tiger prawns, b crassicornis)",rown (Solenocera,1,,,0.001,37.81,0.020,0.001,0.32,0.73,,0.006
Q008,"Tiger Prawns, o monodon)",range (Penaeus,1,,,0.001,71.89,0.004,,0.41,0.39,,
