,,,,Total,Soluble,Insoluble,,,,,,,
,,,,,,,,mg,,,,,
,,,,,,,,CITAC,FUMAC,MALAC,,SUCAC,TARAC
E033,"Lemon, juice",(Citrus limon),6,,,,0.80±0.24,3490±7.1,0.04±0.03,243±5.0,,338±73.8,2.36±0.21
E034,"Lime, sweet,",pulp (Citrus limetta),6,0.57±0.30,0.24±0.15,0.34±0.16,,3416±46.1,0.48±0.34,125±5.8,,418±5.8,
E035,Litchi (Nephe,lium litchi),4,15.28±4.29,11.12±3.07,4.16±1.71,,24.21±4.56,6.06±0.72,97.11±1.87,46.55±2.64,13.53±1.04,
E036,"Mango, ripe, (Mangifera ind",banganapalli ica),6,7.94±2.05,4.72±1.64,3.23±1.71,0.29±0.05,446±9.1,0.43±0.22,76.71±1.12,,2.95±0.74,
E037,"Mango, ripe, indica)",gulabkhas (Mangifera,2,7.70,4.34,3.36,0.59,432,0.70,75.46,,2.34,
E038,"Mango, ripe, indica)",himsagar (Mangifera,3,8.09±2.53,6.94±2.12,1.71±1.40,0.30±0.06,448±0.6,0.58±0.22,73.58±2.98,,3.15±0.69,
E039,"Mango, ripe,",kesar (Mangifera indica),4,8.31±1.88,5.92±2.44,2.39±1.27,0.32±0.10,445±7.4,0.48±0.25,75.34±2.83,,3.70±0.83,
E040,"Mango, ripe, indica)",neelam (Mangifera,2,8.46,6.90,1.56,0.49,430,0.58,75.86,,3.56,
E041,"Mango, ripe, indica)",paheri (Mangifera,2,9.71,7.79,1.92,0.44,445,0.45,74.50,,3.51,
E042,"Mango, ripe, indica)",totapari (Mangifera,1,11.50,7.23,4.28,0.45,442,0.81,75.48,,2.68,
E043,Mangosteen,(Garcinia mangostana),1,8.44,5.32,3.07,,127,,22.07,,1.07,
E044,Manila tamar dulce),ind (Pithecellobium,1,4.32,0.98,3.35,,10.52,0.34,135,,79.06,6.50
E045,"Musk melon, melon)",orange flesh (Cucumis,5,2.62±1.10,2.17±1.12,0.44±0.34,0.41±0.14,5.71±3.09,0.42±0.04,1.32±0.33,,82.54±2.04,2.06±0.55
E046,"Musk melon, melon)",yellow flesh (Cucumis,6,1.88±0.94,1.30±0.77,0.58±0.54,0.44±0.08,9.08±2.55,0.55±0.07,2.94±1.86,,63.45±1.46,10.14±0.99
E047,"Orange, pulp",(Citrus aurantium),6,8.06±2.47,5.59±2.30,2.47±0.43,,1281±6.4,0.28±0.04,122±37.1,25.51±2.15,45.04±1.69,
E048,"Palm fruit, te flabellifer)",nder (Borassus,1,1.05,0.64,0.41,,1.31,3.73,,,3.73,
E049,"Papaya, ripe",(Carcia papaya),6,5.96±1.97,2.27±0.89,3.70±1.17,0.03±0.01,146±1.7,0.52±0.08,43.40±0.69,3.73±0.70,39.37±2.24,
E050,Peach (Prunu,s communis),1,6.35,4.05,2.30,,127,1.65,267.01,,,
E051,Pear (Pyrus s,p.),6,2.41±0.86,1.35±0.19,1.27±0.64,5.05±0.99,81±23.8,0.04±0.02,63.72±0.77,68.62±4.55,5.05±0.99,
E052,Phalsa (Grew,ia asiatica),2,352,24.41,326,279,319,1.70,270,,279,
