Ta,,,,,,,,,,,,,,
ble,,,,,,,,,,,,Total,Total Mono,Total Poly
7.,,,,sn,Eicosaenoic,Erucic,Nervonic,Linoleic,Eicosadienoic,α-Linolenic,Arachidonic S,aturated Fatty,Unsaturated,Unsaturated
Fat,edo,,,oig,(C20:1n9),(C22:1n9),(C24:1n9),(C18:2n6),(C20:2),(C18:3n3),(C20:4n6),Acids,Fatty Acids,Fatty Acids
ty,c,Food,Name,eR,,,,,,,,(TSFA),(TMUFA),(TPUFA)
Acid,doo,,,fo,,,,,,,,,,
P,F,,,.o,,,,,mg,,,,,
rofile,,,,N,,,,,,,,,,
,,,,,F20D1N9F,F22D1N9,F24D1C,F18D2CN6,F20D2,F18D3N3,F20D4N6,FASAT,FAMS,FAPU
,,,,,,,,,,,,,,
,D028,Brinjal-19(Solanum,melongena),3,,,,107±48.3,,16.89±7.99,,59.27±25.07,18.19±9.02,124±56.3
,,,,,,,,,,,,,,
,D029,Brinjal-20(Solanum,melongena),5,,,,140±15.9,,26.55±5.05,,79.91±9.82,20.28±4.11,167±14.8
,,,,,,,,,,,,,,
,D030,Brinjal-21(Solanum,melongena),2,,,,140,,30.14,,88.28,25.84,170
,,,,,,,,,,,,,,
,D031,Brinjal - all varietie,s (Solanum,6,,,,127±25.2,,22.65±7.19,,71.15±16.08,21.45±5.45,149±30.4
,,melongena),,,,,,,,,,,,
,,,,,,,,,,,,,,
,D032,Broad beans (Vicia,faba),3,,,,42.97±0.63,,21.88±2.24,,42.62±3.73,8.53±0.94,64.85±2.87
,,,,,,,,,,,,,,
,D033,"Capsicum, green (C",apsicum annuum),6,,,,135±11.8,,37.08±5.46,,77.03±4.78,12.71±1.50,172±15.8
,,,,,,,,,,,,,,
,D034,"Capsicum, red (Cap",sicum annuum),4,,,,180±1.0,,37.77±0.56,,86.39±1.81,47.65±0.52,217±1.2
,,,,,,,,,,,,,,
,D035,"Capsicum, yellow (",Capsicum annuum),4,,,,161±1.3,,39.49±0.73,,102±2.2,55.55±1.49,201±1.3
,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
2,D036,Cauliflower (Brassic,a oleracea),6,,,,99±9.9,,117±8.7,,117±7.8,24.83±1.38,216±14.6
,,,,,,,,,,,,,,
,D037,Celery stalk (Apium,graveolens),3,,,,99±13.1,,32.33±2.43,,62.76±7.71,5.94±0.81,131±15.5
,,,,,,,,,,,,,,
,D038,Cho-cho-marrow (S,echium edule),4,,,,12.60±1.51,,9.98±0.81,,76.12±4.59,13.30±1.26,22.58±2.22
,,,,,,,,,,,,,,
,D039,Cluster beans (Cya,mopsis,6,,,,84.74±4.28,,63.40±4.85,,107±5.1,30.24±1.96,148±7.0
,,tetragonobola),,,,,,,,,,,,
,,,,,,,,,,,,,,
,D040,"Colocasia, stem, bl",ack (Colocasia,1,,,,113,,41.36,,103,14.98,154
,,antiquorum),,,,,,,,,,,,
,,,,,,,,,,,,,,
,D041,"Colocasia, stem, gr",een (Colocasia,5,,,,82.53±6.81,,27.75±3.65,,67.53±6.04,7.78±1.21,110±10.4
,,antiquorum),,,,,,,,,,,,
,,,,,,,,,,,,,,
,D042,"Corn, Baby(Zea ma",ys),6,7.48±0.40,,,433±2.0,,25.69±1.05,,211±1.3,392±2.5,459±2.0
,,,,,,,,,,,,,,
,D043,"Cucumber, green, e",longate(Cucumis,6,,,,59.30±7.23,,8.63±1.02,,64.17±7.74,10.57±1.32,67.93±8.19
,,sativus),,,,,,,,,,,,
,,,,,,,,,,,,,,
,D044,"Cucumber, green, s",hort (Cucumis,6,,,,35.73±3.80,,16.10±1.90,,67.77±7.52,8.40±1.02,51.83±5.32
,,sativus),,,,,,,,,,,,
,,,,,,,,,,,,,,
,D045,"Cucumber, orange,",round (Cucumis,2,,,,45.94,,22.76,,71.90,7.41,68.70
,,sativus),,,,,,,,,,,,
,,,,,,,,,,,,,,
,D046,Drumstick (Moringa,oleifera),6,,,,19.14±1.29,,8.07±1.01,,29.05±1.51,46.40±2.95,27.21±2.16
,,,,,,,,,,,,,,
,D047,"Field beans, tender",", broad (Vicia faba)",2,,,,204,,96.74,,182,33.91,301
