,,,,mg,µg,mg,mg,mg,mg,mg,mg,mg,mg
,,,,AL,AS,CD,CA,CR,CO,CU,FE,PB,LI
G011,"Garlic, big clove (Alli",um sativum),6,0.05±0.02,,0.001±0.001,20.08±5.73,0.004±0.002,0.001±0.000,0.19±0.02,1.05±0.15,0.001±0.000,0.001±0.000
G012,"Garlic, small clove (",Allium sativum),3,0.05±0.02,,0.001±0.001,17.63±2.77,0.003±0.002,,0.11±0.09,0.88±0.21,0.006±0.000,0.002±0.001
G013,"Garlic, single clove, sativum)",Kashmir (Allium,1,0.18,,0.004,19.00,0.008,,0.23,1.01,0.003,0.001
G014,"Ginger, fresh (Zinzib",er officinale),6,1.71±0.47,,,18.88±2.87,0.013±0.005,0.003±0.001,0.13±0.02,1.90±0.55,0.004±0.003,0.001±0.001
G015,Mango ginger (Curcu,ma amada),3,,0.21±0.00,0.002±0.002,13.74±2.59,0.002±0.001,0.003±0.001,0.10±0.03,2.31±1.27,0.007±0.005,
G016,Mint leaves (Mentha,spicata ),4,1.17±0.16,5.26±0.00,,205±31.8,0.063±0.000,0.007±0.000,0.37±0.18,8.56±3.21,0.019±0.000,0.009±0.000
G017,"Onion, big (Allium ce",pa),6,0.08±0.03,,0.001±0.001,21.03±6.68,0.003±0.002,0.002±0.001,0.11±0.09,0.43±0.11,0.003±0.002,
G018,"Onion, small (Allium",cepa),5,,0.29±0.09,,19.92±4.48,0.002±0.001,0.001±0.001,0.07±0.02,0.53±0.37,,
G,CONDIMENTS,AND SPICES-DR,Y,,,,,,,,,,
G019,Asafoetida (Ferula a,ssa-foetida),6,4.76±1.45,2.13±3.13,0.001±0.001,266±41.4,0.051±0.016,0.022±0.008,0.22±0.03,15.68±4.51,0.035±0.019,0.012±0.005
G020,"Cardamom, green (E cardamomum)",lettaria,6,7.59±1.21,3.79±1.73,0.008±0.006,378±40.7,0.210±0.053,0.039±0.009,0.92±0.30,8.33±1.44,0.011±0.007,0.003±0.002
G021,"Cardamom, black (E cardamomum)",lettaria,4,6.05±1.26,0.28±0.01,0.006±0.001,312±57.3,0.091±0.007,0.011±0.002,0.75±0.09,7.94±1.07,0.006±0.003,0.007±0.001
G022,"Chillies, red (Capsic",um annum),6,4.70±1.01,,0.003±0.000,99.83±6.61,0.114±0.020,0.036±0.004,0.87±0.06,6.23±0.79,0.007±0.005,0.011±0.005
G023,Cloves (Syzygium ar,omaticum),6,6.09±1.25,5.08±0.92,,567±70.8,0.047±0.026,0.006±0.000,0.54±0.08,9.41±2.10,0.026±0.018,0.004±0.001
G024,Coriander seeds (Co,riandrum sativum),6,5.74±1.83,,0.001±0.001,718±43.0,0.041±0.019,0.020±0.008,1.46±0.08,17.64±6.74,0.003±0.002,0.026±0.007
G025,Cumin seeds (Cumin,um cyminum),6,9.31±3.52,,0.001±0.001,878±78.0,0.126±0.072,0.026±0.015,1.14±0.04,20.58±4.24,,0.059±0.020
G026,Fenugreek seeds (Tr graecum),igonella foenum,6,1.31±0.31,3.48±0.70,0.002±0.001,135±17.2,0.015±0.004,0.031±0.011,1.16±0.32,8.47±1.90,0.012±0.009,
G027,Mace (Myristica fragr,ans),6,1.99±0.42,4.70±1.95,0.001±0.001,174±3.5,0.069±0.015,0.006±0.002,1.90±0.13,22.69±6.87,0.051±0.018,0.004±0.003
G028,Nutmeg (Myristica fra,grans),6,0.68±0.19,,,148±12.1,0.006±0.002,0.001±0.000,1.20±0.09,2.33±0.20,0.035±0.024,
G029,Omum (Trachysperm,um ammi),6,6.71±1.12,8.32±6.00,0.005±0.002,1034±144,0.069±0.020,0.021±0.009,1.24±0.08,13.65±2.29,0.015±0.007,0.043±0.012
G030,Pippali (Piper longum,),6,4.48±0.34,3.71±1.07,0.001±0.000,414±66.2,0.055±0.028,0.008±0.004,1.34±0.40,7.99±2.11,0.030±0.014,0.006±0.001
